0.246769,0.260885,0.292330,0.401259,0.212398,0.171822,0.461273,0.210347,0.145717,141836.200000,6989876917715.978500,0.000000,3252008412.125000,99836.000000,220643.500000,109599.644462,106329.887755,85324.250000,24494.750000,28724.000000,143778.100000,6989903841794.726600,0.000000,3073207948.500000,117022.750000,306511.250000,107301.008306,103290.990187,74917.000000,21907.250000,34045.750000,145542.300000,6989928275082.000000,0.000000,3742603667.250000,101204.250000,212325.750000,108758.201984,105280.211812,105934.500000,25450.250000,13978.250000,0.000000
0.308642,0.357828,0.340723,0.369018,0.178258,0.098069,0.455633,0.236779,0.128269,141333.400000,6989869963835.845700,0.000000,3190762138.500000,88807.000000,222710.000000,114803.642794,112147.412445,73385.750000,18271.000000,31016.750000,144250.400000,6989910394751.862300,0.000000,3166853404.500000,86631.750000,208298.750000,114942.437229,112323.855926,74073.500000,18725.250000,30376.250000,145504.300000,6989927745831.625000,0.000000,4875878770.000000,64805.250000,108855.750000,119036.476786,117346.176452,121028.250000,17142.250000,7291.250000,1.000000
0.219626,0.325044,0.388730,0.361278,0.203152,0.157387,0.436546,0.260283,0.185460,144334.000000,6989911537711.154300,0.000000,3270107536.750000,98626.750000,219764.250000,110168.924251,106966.210707,85853.000000,25481.000000,28000.500000,146461.600000,6989941030206.464800,0.000000,3230056857.750000,110213.500000,264987.500000,108121.156259,104292.204645,82434.500000,23835.250000,30874.750000,145592.200000,6989928964273.064500,0.000000,4068444734.625000,84505.000000,151073.500000,112280.481845,109681.598588,116513.250000,22230.750000,6761.750000,2.000000
0.228266,0.324680,0.386908,0.242774,0.153646,0.139571,0.507416,0.237013,0.130484,149496.700000,6989983091768.717800,0.000000,3847981154.250000,75973.000000,144132.000000,115839.969535,113746.228387,99183.250000,21439.750000,20225.500000,149171.600000,6989978608481.755900,0.000000,3075741985.500000,123431.500000,366129.000000,108521.754681,104263.342084,68981.000000,17282.000000,32782.750000,145531.000000,6989928115219.093700,0.000000,4500969920.500000,73991.750000,125270.250000,115545.481548,113482.271463,122638.250000,18032.750000,4826.250000,3.000000
0.259993,0.180963,0.251192,0.284548,0.210734,0.202101,0.406495,0.284244,0.240448,151637.500000,6990012769137.492200,0.000000,3286715990.000000,97505.000000,212383.500000,110390.236463,107179.401694,86094.250000,24672.500000,27803.000000,144559.600000,6989914661786.047900,0.000000,3423277132.125000,106154.000000,245003.500000,108696.682540,105063.982576,90036.500000,25276.000000,26277.250000,145549.900000,6989928377509.342800,0.000000,4017349547.875000,86162.000000,153609.500000,111609.133036,108942.687165,118463.500000,21840.500000,5228.000000,4.000000
0.217642,0.327043,0.388049,0.387497,0.205639,0.131113,0.514823,0.236538,0.080320,143226.100000,6989896180163.556600,0.000000,3231827443.500000,105004.250000,230988.250000,108140.019643,104525.102895,84934.000000,26937.250000,29727.000000,144820.800000,6989918284445.922900,0.000000,3251139762.125000,108478.500000,245190.000000,107587.742298,103802.561088,85524.000000,25184.500000,29661.500000,145539.500000,6989928234811.461900,0.000000,3632454490.625000,98165.750000,188556.750000,108468.603274,105108.181921,109267.500000,27098.750000,9154.250000,5.000000
0.385886,0.421310,0.334347,0.444166,0.211835,0.143338,0.368797,0.213893,0.193803,144655.600000,6989915997778.164100,0.000000,3184318961.000000,106985.250000,245576.250000,108196.833478,104531.771519,81595.500000,24905.750000,31021.000000,146372.700000,6989939798915.194300,0.000000,3203439685.625000,106745.500000,254299.000000,108595.338871,105013.709141,82379.000000,23388.500000,30001.250000,145491.300000,6989927566754.377900,0.000000,3760535471.250000,92419.500000,172560.000000,110071.325794,107018.058183,110450.000000,25632.750000,9416.000000,6.000000
0.441932,0.390357,0.285899,0.359881,0.261413,0.190482,0.433233,0.266962,0.206819,138844.600000,6989835462957.494100,0.000000,3259625826.125000,105611.000000,262196.500000,109738.146311,106242.457670,74319.250000,19703.250000,34805.000000,146792.500000,6989945620899.101600,0.000000,3378550595.625000,95354.750000,217516.250000,111439.272781,108403.096670,80157.500000,20718.250000,32286.000000,145618.600000,6989929331207.470700,0.000000,4173379699.750000,81686.250000,147391.250000,113371.715179,110919.281619,113646.500000,22134.750000,9601.750000,7.000000
0.258367,0.338474,0.378739,0.379038,0.228355,0.173553,0.405128,0.211825,0.189425,141694.200000,6989874946268.457000,0.000000,3289375875.750000,94809.750000,191642.750000,110142.974017,107077.673723,87845.250000,27061.000000,26732.750000,144644.600000,6989915842035.499000,0.000000,3246223129.625000,109282.750000,251089.750000,107520.759154,103743.253683,86492.250000,25620.750000,27974.250000,145503.800000,6989927739422.949200,0.000000,3686319429.375000,94026.250000,175349.750000,109441.776786,106334.513773,112073.500000,26190.250000,7260.750000,8.000000
0.283468,0.272706,0.296675,0.286064,0.190881,0.197207,0.399123,0.230560,0.184384,140288.500000,6989855477439.928700,0.000000,3126664945.250000,90160.250000,204834.250000,113030.773413,110286.145132,73879.250000,19193.000000,34997.250000,140052.700000,6989852212984.447300,0.000000,3103861753.875000,95174.250000,237028.750000,112802.158631,109802.553998,71455.750000,17847.000000,33940.000000,145652.900000,6989929806141.941400,0.000000,4660120538.125000,69366.250000,119555.250000,117486.733036,115611.293361,117876.500000,18816.500000,8727.000000,9.000000
